ID,Group Number,Category Number,Name,Manifest,Bundle Path,File Name,Child Attachment Transform,Animation,Color 1,Pattern 1,Color 2,Pattern 2,Color 3,Pattern 3,Scaling,Emission
296320000,11,2963201,(S)CoughyGag01,abdata,studio/open_nsfw/geministarsign1/gags/coughy_gags.unity3d,coughy_gags1,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
296320001,11,2963201,(S)CoughyGag02,abdata,studio/open_nsfw/geministarsign1/gags/coughy_gags.unity3d,coughy_gags2,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
296320002,11,2963201,(S)CoughyGag03,abdata,studio/open_nsfw/geministarsign1/gags/coughy_gags.unity3d,coughy_gags3,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
296320003,11,2963201,(S)CoughyGag04,abdata,studio/open_nsfw/geministarsign1/gags/coughy_gags.unity3d,coughy_gags4,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
296320004,11,2963201,(S)CoughyGag05,abdata,studio/open_nsfw/geministarsign1/gags/coughy_gags.unity3d,coughy_gags5,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
296320005,11,2963201,(S)CoughyGag06,abdata,studio/open_nsfw/geministarsign1/gags/coughy_gags.unity3d,coughy_gags6,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
296320006,11,2963201,(S)CoughyGag07,abdata,studio/open_nsfw/geministarsign1/gags/coughy_gags.unity3d,coughy_gags7,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
296320007,11,2963201,(S)CoughyGag08,abdata,studio/open_nsfw/geministarsign1/gags/coughy_gags.unity3d,coughy_gags8,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
296320008,11,2963201,(S)CoughyGag09,abdata,studio/open_nsfw/geministarsign1/gags/coughy_gags.unity3d,coughy_gags9,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
296320009,11,2963201,(S)CoughyGag10,abdata,studio/open_nsfw/geministarsign1/gags/coughy_gags.unity3d,coughy_gags10,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
296320010,11,2963201,(S)CoughyGag11,abdata,studio/open_nsfw/geministarsign1/gags/coughy_gags.unity3d,coughy_gags11,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
296320011,11,2963201,(S)CoughyGag12,abdata,studio/open_nsfw/geministarsign1/gags/coughy_gags.unity3d,coughy_gags12,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
296320012,11,2963201,(S)CoughyGag13,abdata,studio/open_nsfw/geministarsign1/gags/coughy_gags.unity3d,coughy_gags13,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
296320013,11,2963201,(S)CoughyGag14,abdata,studio/open_nsfw/geministarsign1/gags/coughy_gags.unity3d,coughy_gags14,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
296320014,11,2963201,(S)CoughyGag15,abdata,studio/open_nsfw/geministarsign1/gags/coughy_gags.unity3d,coughy_gags15,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
296320015,11,2963201,(S)CoughyGag16,abdata,studio/open_nsfw/geministarsign1/gags/coughy_gags.unity3d,coughy_gags16,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
296320016,11,2963201,(S)CoughyGag17,abdata,studio/open_nsfw/geministarsign1/gags/coughy_gags.unity3d,coughy_gags17,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
