ID,Group Number,Category Number,Name,Manifest,Bundle Path,File Name,Child Attachment Transform,Animation,Color 1,Pattern 1,Color 2,Pattern 2,Color 3,Pattern 3,Scaling,Emission
296330000,11,2963301,(S)Breathing1,abdata,studio/open_nsfw/rain_va_/moans/moans.unity3d,breathing1,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
296330001,11,2963301,(S)Breathing2,abdata,studio/open_nsfw/rain_va_/moans/moans.unity3d,breathing2,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
296330002,11,2963301,(S)Breathing3,abdata,studio/open_nsfw/rain_va_/moans/moans.unity3d,breathing3,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
296330003,11,2963301,(S)Breathing4,abdata,studio/open_nsfw/rain_va_/moans/moans.unity3d,breathing4,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
296330004,11,2963301,(S)Breathing5,abdata,studio/open_nsfw/rain_va_/moans/moans.unity3d,breathing5,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
296330005,11,2963301,(S)Breathing6,abdata,studio/open_nsfw/rain_va_/moans/moans.unity3d,breathing6,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
296330006,11,2963301,(S)Breathing7,abdata,studio/open_nsfw/rain_va_/moans/moans.unity3d,breathing7,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
296330007,11,2963301,(S)Breathing8,abdata,studio/open_nsfw/rain_va_/moans/moans.unity3d,breathing8,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
296330008,11,2963301,(S)Breathing9,abdata,studio/open_nsfw/rain_va_/moans/moans.unity3d,breathing9,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
296330009,11,2963301,(S)BreathingLight1,abdata,studio/open_nsfw/rain_va_/moans/moans.unity3d,breathing_light1,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
296330010,11,2963301,(S)BreathingLight2,abdata,studio/open_nsfw/rain_va_/moans/moans.unity3d,breathing_light2,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
296330011,11,2963301,(S)BreathingLight3,abdata,studio/open_nsfw/rain_va_/moans/moans.unity3d,breathing_light3,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
296330012,11,2963301,(S)BreathingLight4,abdata,studio/open_nsfw/rain_va_/moans/moans.unity3d,breathing_light4,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
296330013,11,2963301,(S)BreathingLight5,abdata,studio/open_nsfw/rain_va_/moans/moans.unity3d,breathing_light5,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
296330014,11,2963301,(S)BreathingLight6,abdata,studio/open_nsfw/rain_va_/moans/moans.unity3d,breathing_light6,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
296330015,11,2963301,(S)BreathingLight7,abdata,studio/open_nsfw/rain_va_/moans/moans.unity3d,breathing_light7,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
296330016,11,2963301,(S)BreathingLight8,abdata,studio/open_nsfw/rain_va_/moans/moans.unity3d,breathing_light8,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
