ID,Group Number,Category Number,Name,Manifest,Bundle Path,File Name,Child Attachment Transform,Animation,Color1,Pattern1,Color2,Pattern2,Color3,Pattern3,Scaling,Emission
1,29664,202,(S)Gulp01,,studio/com_ax_mmd_opennsfw-02-orals/gulp_[chiyo1000nights]/bundle.unity3d,gulp01,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2,29664,202,(S)Gulp02,,studio/com_ax_mmd_opennsfw-02-orals/gulp_[chiyo1000nights]/bundle.unity3d,gulp02,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3,29664,202,(S)Gulp03,,studio/com_ax_mmd_opennsfw-02-orals/gulp_[chiyo1000nights]/bundle.unity3d,gulp03,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4,29664,202,(S)Gulp04,,studio/com_ax_mmd_opennsfw-02-orals/gulp_[chiyo1000nights]/bundle.unity3d,gulp04,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5,29664,202,(S)Gulp05,,studio/com_ax_mmd_opennsfw-02-orals/gulp_[chiyo1000nights]/bundle.unity3d,gulp05,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
6,29664,202,(S)Gulp06,,studio/com_ax_mmd_opennsfw-02-orals/gulp_[chiyo1000nights]/bundle.unity3d,gulp06,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7,29664,202,(S)Gulp07,,studio/com_ax_mmd_opennsfw-02-orals/gulp_[chiyo1000nights]/bundle.unity3d,gulp07,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
8,29664,202,(S)Gulp08,,studio/com_ax_mmd_opennsfw-02-orals/gulp_[chiyo1000nights]/bundle.unity3d,gulp08,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
9,29664,202,(S)Gulp09,,studio/com_ax_mmd_opennsfw-02-orals/gulp_[chiyo1000nights]/bundle.unity3d,gulp09,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
10,29664,202,(S)Gulp10,,studio/com_ax_mmd_opennsfw-02-orals/gulp_[chiyo1000nights]/bundle.unity3d,gulp10,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
11,29664,202,(S)Gulp11,,studio/com_ax_mmd_opennsfw-02-orals/gulp_[chiyo1000nights]/bundle.unity3d,gulp11,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
12,29664,202,(S)Gulp12,,studio/com_ax_mmd_opennsfw-02-orals/gulp_[chiyo1000nights]/bundle.unity3d,gulp12,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
13,29664,202,(S)Gulp13,,studio/com_ax_mmd_opennsfw-02-orals/gulp_[chiyo1000nights]/bundle.unity3d,gulp13,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
14,29664,202,(S)Gulp14,,studio/com_ax_mmd_opennsfw-02-orals/gulp_[chiyo1000nights]/bundle.unity3d,gulp14,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
15,29664,202,(S)Gulp15,,studio/com_ax_mmd_opennsfw-02-orals/gulp_[chiyo1000nights]/bundle.unity3d,gulp15,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
16,29664,202,(S)Gulp16,,studio/com_ax_mmd_opennsfw-02-orals/gulp_[chiyo1000nights]/bundle.unity3d,gulp16,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
17,29664,202,(S)Gulp17,,studio/com_ax_mmd_opennsfw-02-orals/gulp_[chiyo1000nights]/bundle.unity3d,gulp17,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
18,29664,202,(S)Gulp18,,studio/com_ax_mmd_opennsfw-02-orals/gulp_[chiyo1000nights]/bundle.unity3d,gulp18,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
19,29664,202,(S)Gulp19,,studio/com_ax_mmd_opennsfw-02-orals/gulp_[chiyo1000nights]/bundle.unity3d,gulp19,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
20,29664,202,(S)Gulp20,,studio/com_ax_mmd_opennsfw-02-orals/gulp_[chiyo1000nights]/bundle.unity3d,gulp20,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
21,29664,202,(S)Gulp21,,studio/com_ax_mmd_opennsfw-02-orals/gulp_[chiyo1000nights]/bundle.unity3d,gulp21,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
22,29664,202,(S)Gulp22,,studio/com_ax_mmd_opennsfw-02-orals/gulp_[chiyo1000nights]/bundle.unity3d,gulp22,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
23,29664,202,(S)Gulp23,,studio/com_ax_mmd_opennsfw-02-orals/gulp_[chiyo1000nights]/bundle.unity3d,gulp23,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
24,29664,202,(S)Gulp24,,studio/com_ax_mmd_opennsfw-02-orals/gulp_[chiyo1000nights]/bundle.unity3d,gulp24,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
25,29664,202,(S)Gulp25,,studio/com_ax_mmd_opennsfw-02-orals/gulp_[chiyo1000nights]/bundle.unity3d,gulp25,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
26,29664,202,(S)Gulp26,,studio/com_ax_mmd_opennsfw-02-orals/gulp_[chiyo1000nights]/bundle.unity3d,gulp26,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
27,29664,202,(S)Gulp27,,studio/com_ax_mmd_opennsfw-02-orals/gulp_[chiyo1000nights]/bundle.unity3d,gulp27,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
28,29664,202,(S)Gulp28,,studio/com_ax_mmd_opennsfw-02-orals/gulp_[chiyo1000nights]/bundle.unity3d,gulp28,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
29,29664,202,(S)Gulp29,,studio/com_ax_mmd_opennsfw-02-orals/gulp_[chiyo1000nights]/bundle.unity3d,gulp29,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
30,29664,202,(S)Gulp30,,studio/com_ax_mmd_opennsfw-02-orals/gulp_[chiyo1000nights]/bundle.unity3d,gulp30,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
31,29664,202,(S)Gulp31,,studio/com_ax_mmd_opennsfw-02-orals/gulp_[chiyo1000nights]/bundle.unity3d,gulp31,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
32,29664,202,(S)Gulp32,,studio/com_ax_mmd_opennsfw-02-orals/gulp_[chiyo1000nights]/bundle.unity3d,gulp32,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
33,29664,202,(S)Gulp33,,studio/com_ax_mmd_opennsfw-02-orals/gulp_[chiyo1000nights]/bundle.unity3d,gulp33,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
34,29664,202,(S)Gulp34,,studio/com_ax_mmd_opennsfw-02-orals/gulp_[chiyo1000nights]/bundle.unity3d,gulp34,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
35,29664,202,(S)Gulp35,,studio/com_ax_mmd_opennsfw-02-orals/gulp_[chiyo1000nights]/bundle.unity3d,gulp35,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
36,29664,202,GulpSwallowFast,,studio/com_ax_mmd_opennsfw-02-orals/gulp_[chiyo1000nights]/bundle.unity3d,gulp_swallow_fast,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
37,29664,202,GulpSwallowMid,,studio/com_ax_mmd_opennsfw-02-orals/gulp_[chiyo1000nights]/bundle.unity3d,gulp_swallow_mid,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
38,29664,202,GulpSwallowSlow,,studio/com_ax_mmd_opennsfw-02-orals/gulp_[chiyo1000nights]/bundle.unity3d,gulp_swallow_slow,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
39,29664,203,(S)SlurpLong01,,studio/com_ax_mmd_opennsfw-02-orals/slurp_[chiyo1000nights]/bundle.unity3d,slurp_long01,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
40,29664,203,(S)SlurpLong02,,studio/com_ax_mmd_opennsfw-02-orals/slurp_[chiyo1000nights]/bundle.unity3d,slurp_long02,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
41,29664,203,(S)SlurpLong03,,studio/com_ax_mmd_opennsfw-02-orals/slurp_[chiyo1000nights]/bundle.unity3d,slurp_long03,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
42,29664,203,(S)SlurpLong04,,studio/com_ax_mmd_opennsfw-02-orals/slurp_[chiyo1000nights]/bundle.unity3d,slurp_long04,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
43,29664,203,(S)SlurpLong05,,studio/com_ax_mmd_opennsfw-02-orals/slurp_[chiyo1000nights]/bundle.unity3d,slurp_long05,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
