ID,Group Number,Category Number,Name,Manifest,Bundle Path,File Name,Child Attachment Transform,Animation,Color 1,Pattern 1,Color 2,Pattern 2,Color 3,Pattern 3,Scaling,Emission
296310000,11,2963101,(S)SquishyPlap01,abdata,studio/open_nsfw/lehornysfx3d/plaps/squishy.unity3d,squishy_plaps1,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
296310001,11,2963101,(S)SquishyPlap02,abdata,studio/open_nsfw/lehornysfx3d/plaps/squishy.unity3d,squishy_plaps2,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
296310002,11,2963101,(S)SquishyPlap03,abdata,studio/open_nsfw/lehornysfx3d/plaps/squishy.unity3d,squishy_plaps3,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
296310003,11,2963101,(S)SquishyPlap04,abdata,studio/open_nsfw/lehornysfx3d/plaps/squishy.unity3d,squishy_plaps4,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
296310004,11,2963101,(S)SquishyPlap05,abdata,studio/open_nsfw/lehornysfx3d/plaps/squishy.unity3d,squishy_plaps5,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
296310005,11,2963101,(S)SquishyPlap06,abdata,studio/open_nsfw/lehornysfx3d/plaps/squishy.unity3d,squishy_plaps6,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
296310006,11,2963101,(S)SquishyPlap07,abdata,studio/open_nsfw/lehornysfx3d/plaps/squishy.unity3d,squishy_plaps7,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
296310007,11,2963101,(S)SquishyPlap08,abdata,studio/open_nsfw/lehornysfx3d/plaps/squishy.unity3d,squishy_plaps8,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
296310008,11,2963101,(S)SquishyPlap09,abdata,studio/open_nsfw/lehornysfx3d/plaps/squishy.unity3d,squishy_plaps9,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
296310009,11,2963101,(S)SquishyPlap10,abdata,studio/open_nsfw/lehornysfx3d/plaps/squishy.unity3d,squishy_plaps10,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
