ID,Group Number,Category Number,Name,Manifest,Bundle Path,File Name,Child Attachment Transform,Animation,Color1,Pattern1,Color2,Pattern2,Color3,Pattern3,Scaling,Emission
1,29664,102,(S)LewdImpactPlap01,,studio/com_ax_mmd_opennsfw-01-plaps/lewd_impact_[audioelk]/bundle.unity3d,lewd_impact_plap01,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2,29664,102,(S)LewdImpactPlap02,,studio/com_ax_mmd_opennsfw-01-plaps/lewd_impact_[audioelk]/bundle.unity3d,lewd_impact_plap02,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3,29664,102,(S)LewdImpactPlap03,,studio/com_ax_mmd_opennsfw-01-plaps/lewd_impact_[audioelk]/bundle.unity3d,lewd_impact_plap03,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4,29664,102,(S)LewdImpactPlap04,,studio/com_ax_mmd_opennsfw-01-plaps/lewd_impact_[audioelk]/bundle.unity3d,lewd_impact_plap04,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5,29664,102,(S)LewdImpactPlap05,,studio/com_ax_mmd_opennsfw-01-plaps/lewd_impact_[audioelk]/bundle.unity3d,lewd_impact_plap05,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
6,29664,102,(S)LewdImpactPlap06,,studio/com_ax_mmd_opennsfw-01-plaps/lewd_impact_[audioelk]/bundle.unity3d,lewd_impact_plap06,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7,29664,102,(S)LewdImpactPlap07,,studio/com_ax_mmd_opennsfw-01-plaps/lewd_impact_[audioelk]/bundle.unity3d,lewd_impact_plap07,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
8,29664,102,(S)LewdImpactPlap08,,studio/com_ax_mmd_opennsfw-01-plaps/lewd_impact_[audioelk]/bundle.unity3d,lewd_impact_plap08,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
9,29664,102,(S)LewdImpactPlap09,,studio/com_ax_mmd_opennsfw-01-plaps/lewd_impact_[audioelk]/bundle.unity3d,lewd_impact_plap09,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
10,29664,102,(S)LewdImpactPlap10,,studio/com_ax_mmd_opennsfw-01-plaps/lewd_impact_[audioelk]/bundle.unity3d,lewd_impact_plap10,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
11,29664,102,(S)LewdImpactPlap11,,studio/com_ax_mmd_opennsfw-01-plaps/lewd_impact_[audioelk]/bundle.unity3d,lewd_impact_plap11,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
12,29664,102,(S)LewdImpactPlap12,,studio/com_ax_mmd_opennsfw-01-plaps/lewd_impact_[audioelk]/bundle.unity3d,lewd_impact_plap12,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
13,29664,102,(S)LewdImpactPlap13,,studio/com_ax_mmd_opennsfw-01-plaps/lewd_impact_[audioelk]/bundle.unity3d,lewd_impact_plap13,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
14,29664,102,(S)LewdImpactPlap14,,studio/com_ax_mmd_opennsfw-01-plaps/lewd_impact_[audioelk]/bundle.unity3d,lewd_impact_plap14,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
15,29664,102,(S)LewdImpactPlap15,,studio/com_ax_mmd_opennsfw-01-plaps/lewd_impact_[audioelk]/bundle.unity3d,lewd_impact_plap15,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
16,29664,102,(S)LewdImpactPlap16,,studio/com_ax_mmd_opennsfw-01-plaps/lewd_impact_[audioelk]/bundle.unity3d,lewd_impact_plap16,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
17,29664,102,(S)LewdImpactPlap17,,studio/com_ax_mmd_opennsfw-01-plaps/lewd_impact_[audioelk]/bundle.unity3d,lewd_impact_plap17,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
18,29664,102,(S)LewdImpactPlap18,,studio/com_ax_mmd_opennsfw-01-plaps/lewd_impact_[audioelk]/bundle.unity3d,lewd_impact_plap18,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
19,29664,103,(S)ClappyAPlap01,,studio/com_ax_mmd_opennsfw-01-plaps/clappy_[lehornysfx3d]/bundle.unity3d,clappy_aplap01,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
20,29664,103,(S)ClappyAPlap02,,studio/com_ax_mmd_opennsfw-01-plaps/clappy_[lehornysfx3d]/bundle.unity3d,clappy_aplap02,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
21,29664,103,(S)ClappyAPlap03,,studio/com_ax_mmd_opennsfw-01-plaps/clappy_[lehornysfx3d]/bundle.unity3d,clappy_aplap03,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
22,29664,103,(S)ClappyAPlap04,,studio/com_ax_mmd_opennsfw-01-plaps/clappy_[lehornysfx3d]/bundle.unity3d,clappy_aplap04,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
23,29664,103,(S)ClappyAPlap05,,studio/com_ax_mmd_opennsfw-01-plaps/clappy_[lehornysfx3d]/bundle.unity3d,clappy_aplap05,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
24,29664,103,(S)ClappyAPlap06,,studio/com_ax_mmd_opennsfw-01-plaps/clappy_[lehornysfx3d]/bundle.unity3d,clappy_aplap06,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
25,29664,103,(S)ClappyAPlap07,,studio/com_ax_mmd_opennsfw-01-plaps/clappy_[lehornysfx3d]/bundle.unity3d,clappy_aplap07,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
26,29664,103,(S)ClappyAPlap08,,studio/com_ax_mmd_opennsfw-01-plaps/clappy_[lehornysfx3d]/bundle.unity3d,clappy_aplap08,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
27,29664,103,(S)ClappyAPlap09,,studio/com_ax_mmd_opennsfw-01-plaps/clappy_[lehornysfx3d]/bundle.unity3d,clappy_aplap09,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
28,29664,103,(S)ClappyAPlap10,,studio/com_ax_mmd_opennsfw-01-plaps/clappy_[lehornysfx3d]/bundle.unity3d,clappy_aplap10,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
